gameid,league,split,date,week,game,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,kpm,okpm,ckpm,teamdragkills,herald,ft,teamtowerkills,fbaron,teambaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardkills,wcpm,visionwards,totalgold,goldspent,minionkills,monsterkills,cspm
1002590163,EULCS,02/01/2018,43302.4464814815,5,2,4,Blue,ADC,Sheriff,H2K,Ryze,Yasuo,Galio,Nocturne,Xayah,Taliyah,35.1166666666667,0,1,4,4,9,14,0.0284765068818225,0.0284765068818225,0.654959658281918,0,1,0,2,1,1,12641,359.971523493118,0.231177191346171,0.228278096971126,14,0.398671096345515,5,0.142382534409112,6,12703,12425,301,6,8.74228761271951
1002590163,EULCS,02/01/2018,43302.4464814815,5,2,2,Blue,Jungle,Shook,H2K,Kindred,Yasuo,Galio,Nocturne,Xayah,Taliyah,35.1166666666667,0,3,4,5,9,14,0.0854295206454675,0.0284765068818225,0.654959658281918,0,1,0,2,1,1,12147,345.904129093498,0.222142974707851,0.190789259377826,14,0.398671096345515,13,0.370194589463692,7,11368,11225,33,152,5.26815377313716
1002590163,EULCS,02/01/2018,43302.4464814815,5,2,1,Blue,Top,Smittyj,H2K,Dr. Mundo,Yasuo,Galio,Nocturne,Xayah,Taliyah,35.1166666666667,0,2,3,4,9,14,0.056953013763645,0.142382534409112,0.654959658281918,0,1,0,2,1,1,12630,359.658281917418,0.230976024578921,0.241925718746665,15,0.427147603227337,2,0.056953013763645,3,13189,13075,287,25,8.88467014712862
1002590163,EULCS,02/01/2018,43302.4464814815,5,2,100,Blue,Team,Team,H2K,,Yasuo,Galio,Nocturne,Xayah,Taliyah,35.1166666666667,0,9,14,22,9,14,0.256288561936402,0.398671096345515,0.654959658281918,0,1,0,2,1,1,54681,1557.12387280494,,,122,3.47413383958234,32,0.91124822021832,43,58480,57800,984,209,33.9724727100142
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,7,Red,Jungle,Broxah,Fnatic,Sejuani,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,4,0,5,11,4,0.138728323699422,0,0.520231213872833,3,0,1,8,1,1,4852,168.277456647399,0.108320496506151,0.213926206244087,8,0.277456647398844,12,0.416184971098266,6,11719,9025,18,156,6.03468208092486
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,9,Red,ADC,Bwipo,Fnatic,Ryze,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,1,1,6,11,4,0.0346820809248555,0.069364161849711,0.520231213872833,3,0,1,8,1,1,10176,352.924855491329,0.227178353760632,0.221575888633599,16,0.554913294797688,12,0.416184971098266,7,12002,10025,261,22,9.81502890173411
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,8,Red,Middle,Caps,Fnatic,Wukong,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,1,1,7,11,4,0.0346820809248555,0,0.520231213872833,3,0,1,8,1,1,13455,466.647398843931,0.300381756077959,0.255688606568455,14,0.485549132947977,13,0.450867052023121,4,13264,10350,301,24,11.271676300578
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,10,Red,Support,Hylissang,Fnatic,Pyke,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,4,2,2,11,4,0.138728323699422,0,0.520231213872833,3,0,1,8,1,1,4271,148.127167630058,0.0953497198222937,0.116318421408298,28,0.971098265895954,6,0.208092485549133,11,8108,5475,41,0,1.42196531791908
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,6,Red,Top,sOAZ,Fnatic,Gragas,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,1,0,6,11,4,0.0346820809248555,0.069364161849711,0.520231213872833,3,0,1,8,1,1,12039,417.537572254335,0.268769673832965,0.19249087714556,10,0.346820809248555,3,0.104046242774566,1,10926,9145,246,4,8.67052023121387
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,200,Red,Team,Team,Fnatic,,Nocturne,Taliyah,Aatrox,Rakan,Alistar,28.8333333333333,1,11,4,26,11,4,0.38150289017341,0.138728323699422,0.520231213872833,3,0,1,8,1,1,44793,1553.51445086705,,,76,2.63583815028902,46,1.59537572254335,29,56019,44020,867,206,37.2138728323699
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,1,Blue,Top,Alphari,Misfits,Dr. Mundo,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,2,2,0,4,11,0.069364161849711,0.0346820809248555,0.520231213872833,0,1,0,0,0,0,12598,436.924855491329,0.445615648544445,0.255018738797458,12,0.416184971098266,2,0.069364161849711,2,10065,10050,258,0,8.94797687861272
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,4,Blue,ADC,Hans Sama,Misfits,Lucian,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,2,2,0,4,11,0.069364161849711,0.0346820809248555,0.520231213872833,0,1,0,0,0,0,4524,156.901734104046,0.16002263803898,0.238031611536581,14,0.485549132947977,8,0.277456647398844,7,9648,9775,252,0,8.73988439306358
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,2,Blue,Jungle,Maxlore,Misfits,Trundle,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,0,2,2,4,11,0,0.138728323699422,0.520231213872833,0,1,0,0,0,0,2475,85.8381502890174,0.087545541367479,0.197661723969366,13,0.450867052023121,14,0.485549132947977,12,8657,8500,36,139,6.06936416184971
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,5,Blue,Support,Mikyx,Misfits,Braum,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,0,2,2,4,11,0,0.138728323699422,0.520231213872833,0,1,0,0,0,0,3792,131.514450867052,0.13413038095575,0.083151376894248,50,1.73410404624277,7,0.242774566473988,17,5846,5575,50,0,1.73410404624277
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,3,Blue,Middle,Sencux,Misfits,Yasuo,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,0,3,1,4,11,0,0.0346820809248555,0.520231213872833,0,1,0,0,0,0,4882,169.317919075145,0.172685791093347,0.226136548802346,10,0.346820809248555,1,0.0346820809248555,3,9356,9175,243,0,8.42774566473988
1002590175,EULCS,02/01/2018,43302.5250231481,5,2,100,Blue,Team,Team,Misfits,,Heimerdinger,Swain,Vladimir,Irelia,Kled,28.8333333333333,0,4,11,5,4,11,0.138728323699422,0.38150289017341,0.520231213872833,0,1,0,0,0,0,28271,980.49710982659,,,99,3.43352601156069,32,1.10982658959538,41,43572,43075,839,139,33.9190751445087
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,9,Red,ADC,Hjarnan,G2 Esports,Swain,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,1,0,0,11,0,0.0696055684454756,0.382830626450116,1,0,0,2,0,0,5554,193.294663573086,0.238481686633174,0.24831419548693,10,0.348027842227378,4,0.139211136890951,4,9627,9600,258,2,9.04872389791183
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,7,Red,Jungle,Jankos,G2 Esports,Trundle,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,4,0,0,11,0,0.0348027842227378,0.382830626450116,1,0,0,2,0,0,2550,88.7470997679814,0.109493752415303,0.140169048612116,17,0.591647331786543,19,0.661252900232019,14,7086,6450,23,100,4.28074245939675
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,8,Red,Middle,Perkz,G2 Esports,Lucian,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,2,0,0,11,0,0.104408352668213,0.382830626450116,1,0,0,2,0,0,7480,260.324825986079,0.321181673751557,0.295683557341187,12,0.417633410672854,7,0.243619489559165,6,10740,10100,294,21,10.9628770301624
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,200,Red,Team,Team,G2 Esports,,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,11,0,0,11,0,0.382830626450116,0.382830626450116,1,0,0,2,0,0,23289,810.522041763341,,,80,2.78422273781903,43,1.49651972157773,40,42459,40800,851,134,34.2807424593967
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,10,Red,Support,Wadid,G2 Esports,Fiddlesticks,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,3,0,0,11,0,0.0348027842227378,0.382830626450116,1,0,0,2,0,0,3193,111.125290023202,0.137103353514535,0.0496012121108945,29,1.0092807424594,8,0.278422273781903,13,4958,4525,13,0,0.452436194895592
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,6,Red,Top,Wunder,G2 Esports,Urgot,Aatrox,Nocturne,Taliyah,Camille,Gragas,28.7333333333333,0,0,1,0,0,11,0,0.139211136890951,0.382830626450116,1,0,0,2,0,0,4512,157.030162412993,0.193739533685431,0.266231986448873,12,0.417633410672854,5,0.174013921113689,3,10048,10125,263,11,9.53596287703016
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,3,Blue,Middle,Blanc,Roccat,Zoe,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,3,0,3,11,0,0.104408352668213,0,0.382830626450116,2,1,1,9,1,1,12595,438.341067285383,0.300768936861209,0.197171613674447,18,0.626450116009281,1,0.0348027842227378,9,11182,10725,246,12,8.97911832946636
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,4,Blue,ADC,HeaQ,Roccat,Xayah,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,2,0,5,11,0,0.0696055684454756,0,0.382830626450116,2,1,1,9,1,1,4539,157.969837587007,0.108391441398414,0.225028550692154,19,0.661252900232019,7,0.243619489559165,10,12226,10500,267,12,9.70997679814385
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,2,Blue,Jungle,Memento,Roccat,Kindred,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,1,0,5,11,0,0.0348027842227378,0,0.382830626450116,2,1,1,9,1,1,7480,260.324825986079,0.178622600057312,0.206857502694972,15,0.522041763341067,12,0.417633410672854,10,11545,10800,32,177,7.2737819025522
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,5,Blue,Support,Norskeren,Roccat,Rakan,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,1,0,7,11,0,0.0348027842227378,0,0.382830626450116,2,1,1,9,1,1,2356,81.9953596287703,0.0562613430127042,0.116535920506335,47,1.63573085846868,19,0.661252900232019,12,8160,7400,23,0,0.80046403712297
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,1,Blue,Top,Profit,Roccat,Rumble,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,4,0,7,11,0,0.139211136890951,0,0.382830626450116,2,1,1,9,1,1,14906,518.77030162413,0.35595567867036,0.254406412432092,13,0.452436194895592,0,0,3,13327,11050,278,12,10.092807424594
1002590182,EULCS,02/01/2018,43302.5615509259,5,2,100,Blue,Team,Team,Roccat,,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,28.7333333333333,1,11,0,27,11,0,0.382830626450116,0,0.382830626450116,2,1,1,9,1,1,41876,1457.40139211137,,,112,3.89791183294664,39,1.35730858468678,44,56440,50475,846,213,36.8561484918794
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,5,Blue,Support,promisq,H2K,Tahm Kench,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,0,6,4,8,19,0,0,1.00871731008717,0,1,0,1,0,0,4767,178.094645080946,0.0864997278170931,0.0809451873996215,35,1.30759651307597,7,0.261519302615193,11,5588,4675,44,0,1.64383561643836
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,3,Blue,Middle,Selfie,H2K,Talon,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,4,1,1,8,19,0.149439601494396,0.186799501867995,1.00871731008717,0,1,0,1,0,0,11315,422.727272727273,0.205316639448376,0.323880929285862,4,0.149439601494396,4,0.149439601494396,1,11699,11475,243,37,10.4607721046077
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,4,Blue,ADC,Sheriff,H2K,Swain,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,2,4,2,8,19,0.074719800747198,0.149439601494396,1.00871731008717,0,1,0,1,0,0,16801,627.683686176837,0.304863001270187,0.233321672205702,11,0.410958904109589,0,0,5,9421,8900,205,2,7.73349937733499
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,2,Blue,Jungle,Shook,H2K,Kindred,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,2,5,3,8,19,0.074719800747198,0.112079701120797,1.00871731008717,0,1,0,1,0,0,9617,359.290161892902,0.174505534385774,0.164149983303385,9,0.336239103362391,4,0.149439601494396,4,7681,7150,11,88,3.6986301369863
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,1,Blue,Top,Smittyj,H2K,Dr. Mundo,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,0,3,4,8,19,0,0.261519302615193,1.00871731008717,0,1,0,1,0,0,12610,471.108343711084,0.22881509707857,0.197702227805429,9,0.336239103362391,1,0.037359900373599,1,8525,7925,200,12,7.92029887920299
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,100,Blue,Team,Team,H2K,,Zoe,Skarner,Nocturne,Darius,Gnar,26.7666666666667,0,8,19,14,8,19,0.298879202988792,0.709838107098381,1.00871731008717,0,1,0,1,0,0,55110,2058.90410958904,,,68,2.54047322540473,16,0.597758405977584,22,42914,40125,703,139,31.4570361145704
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,9,Red,ADC,Attila,Vitality,Lucian,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,4,3,6,19,8,0.149439601494396,0.074719800747198,1.00871731008717,2,0,1,11,1,1,13469,503.200498132005,0.198388617215578,0.225306216778368,9,0.336239103362391,7,0.261519302615193,2,11741,11350,225,16,9.00373599003736
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,6,Red,Top,Cabochard,Vitality,Gragas,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,7,3,9,19,8,0.261519302615193,0,1.00871731008717,2,0,1,11,1,1,21563,805.591531755915,0.317607376421375,0.237962076441392,12,0.448318804483188,2,0.074719800747198,3,12201,11600,180,14,7.24782067247821
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,7,Red,Jungle,Gilius,Vitality,Trundle,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,3,1,12,19,8,0.112079701120797,0.074719800747198,1.00871731008717,2,0,1,11,1,1,10200,381.07098381071,0.150238614269722,0.181643500940936,10,0.37359900373599,9,0.336239103362391,3,10154,8675,19,98,4.37110834371108
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,10,Red,Support,Jactroll,Vitality,Braum,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,0,0,15,19,8,0,0,1.00871731008717,2,0,1,11,1,1,7286,272.204234122042,0.10731750427149,0.120262581575269,35,1.30759651307597,3,0.112079701120797,10,7923,7250,42,0,1.56911581569116
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,8,Red,Middle,Jiizuke,Vitality,Ekko,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,5,1,4,19,8,0.186799501867995,0.149439601494396,1.00871731008717,2,0,1,11,1,1,15374,574.371108343711,0.226447887821835,0.234825624264034,1,0.037359900373599,2,0.074719800747198,1,12087,10350,176,46,8.29389788293898
1002600014,EULCS,02/01/2018,43294.4244328704,4,1,200,Red,Team,Team,Vitality,,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,26.7666666666667,1,19,8,46,19,8,0.709838107098381,0.298879202988792,1.00871731008717,2,0,1,11,1,1,67892,2536.43835616438,,,67,2.50311332503113,23,0.859277708592777,19,54106,49225,642,174,30.4856787048568
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,3,Blue,Middle,Betsy,Giants Gaming,Yasuo,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,1,3,5,10,16,0.0254237288135593,0.305084745762712,0.661016949152543,0,1,1,5,0,0,12616,320.745762711864,0.164809468445048,0.211271453764189,20,0.508474576271186,14,0.35593220338983,11,13596,13375,334,16,8.89830508474576
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,2,Blue,Jungle,Djoko,Giants Gaming,Gragas,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,1,4,6,10,16,0.0254237288135593,0,0.661016949152543,0,1,1,5,0,0,9083,230.923728813559,0.118656024245908,0.145450932664365,16,0.406779661016949,20,0.508474576271186,12,10946,10375,32,134,4.22033898305085
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,1,Blue,Top,Ruin,Giants Gaming,Rumble,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,3,4,7,10,16,0.076271186440678,0.076271186440678,0.661016949152543,0,1,1,5,0,0,27094,688.830508474576,0.353943225907589,0.236332927647103,25,0.635593220338983,8,0.203389830508475,11,14605,14610,310,13,8.21186440677966
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,5,Blue,Support,SirNukesAlot,Giants Gaming,Tahm Kench,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,0,2,7,10,16,0,0,0.661016949152543,0,1,1,5,0,0,3017,76.7033898305085,0.0394126637839815,0.096669233253024,64,1.6271186440678,12,0.305084745762712,22,8982,8950,90,0,2.28813559322034
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,4,Blue,ADC,Steeelback,Giants Gaming,Ezreal,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,5,3,3,10,16,0.127118644067797,0.0254237288135593,0.661016949152543,0,1,1,5,0,0,24739,628.957627118644,0.323178617617474,0.31027545267132,19,0.483050847457627,19,0.483050847457627,5,17582,16753,353,52,10.2966101694915
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,100,Blue,Team,Team,Giants Gaming,,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,39.3333333333333,0,10,16,28,10,16,0.254237288135593,0.406779661016949,0.661016949152543,0,1,1,5,0,0,76549,1946.16101694915,,,144,3.66101694915254,73,1.85593220338983,61,65711,64063,1119,215,33.9152542372881
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,7,Red,Jungle,Amazing,Schalke 04,Braum,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,0,2,11,16,10,0,0.0254237288135593,0.661016949152543,5,0,0,8,1,1,3613,91.8559322033898,0.0580989595896248,0.10569242058916,46,1.16949152542373,19,0.483050847457627,15,10131,7875,85,2,2.21186440677966
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,8,Red,Middle,Nukeduck,Schalke 04,Kai'Sa,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,12,1,2,16,10,0.305084745762712,0.0254237288135593,0.661016949152543,5,0,0,8,1,1,27841,707.822033898305,0.447698071944297,0.373099905650487,10,0.254237288135593,19,0.483050847457627,2,22885,21725,343,157,12.7118644067797
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,200,Red,Team,Team,Schalke 04,,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,16,10,43,16,10,0.406779661016949,0.254237288135593,0.661016949152543,5,0,0,8,1,1,62187,1581.02542372881,,,171,4.34745762711864,61,1.55084745762712,56,73145,65185,1174,193,34.7542372881356
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,9,Red,ADC,Upset,Schalke 04,Morgana,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,1,2,13,16,10,0.0254237288135593,0.127118644067797,0.661016949152543,5,0,0,8,1,1,13211,335.872881355932,0.212439899014263,0.200922528566936,16,0.406779661016949,9,0.228813559322034,4,14673,11785,316,20,8.54237288135593
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,10,Red,Support,Vander,Schalke 04,Alistar,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,0,3,9,16,10,0,0,0.661016949152543,5,0,0,8,1,1,3535,89.8728813559322,0.056844678148166,0.0719362616626481,79,2.00847457627119,8,0.203389830508475,27,8521,8175,56,0,1.42372881355932
1002600025,EULCS,02/01/2018,43294.4845833333,4,1,6,Red,Top,Vizicsacsi,Schalke 04,Poppy,Nocturne,Taliyah,Aatrox,Shen,Lucian,39.3333333333333,1,3,2,8,16,10,0.076271186440678,0.076271186440678,0.661016949152543,5,0,0,8,1,1,13987,355.601694915254,0.224918391303649,0.248348883530768,20,0.508474576271186,6,0.152542372881356,8,16935,15625,374,14,9.86440677966102
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,3,Blue,Middle,Blanc,Roccat,Zoe,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,4,1,14,20,8,0.119940029985007,0.0899550224887556,0.839580209895053,3,1,1,10,0,0,19766,592.683658170915,0.312298552739683,0.231197887089069,17,0.509745127436282,4,0.119940029985007,7,14617,13525,261,28,8.66566716641679
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,4,Blue,ADC,HeaQ,Roccat,Vladimir,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,3,1,8,20,8,0.0899550224887556,0.0599700149925037,0.839580209895053,3,1,1,10,0,0,10974,329.055472263868,0.17338684193895,0.20012169068931,26,0.779610194902549,0,0,6,13238,11550,280,4,8.51574212893553
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,2,Blue,Jungle,Memento,Roccat,Camille,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,7,3,9,20,8,0.209895052473763,0.0299850074962519,0.839580209895053,3,1,1,10,0,0,11093,332.623688155922,0.175267016368577,0.205980872026465,17,0.509745127436282,15,0.449775112443778,13,13498,11858,24,158,5.45727136431784
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,5,Blue,Support,Norskeren,Roccat,Pyke,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,3,2,12,20,8,0.0899550224887556,0.0299850074962519,0.839580209895053,3,1,1,10,0,0,5645,169.265367316342,0.0891897870188966,0.128977708068543,49,1.46926536731634,26,0.779610194902549,16,10081,10150,68,0,2.03898050974513
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,1,Blue,Top,Profit,Roccat,Dr. Mundo,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,3,1,5,20,8,0.0899550224887556,0.0299850074962519,0.839580209895053,3,1,1,10,0,0,15814,474.182908545727,0.249857801933894,0.233721842126612,13,0.389805097451274,3,0.0899550224887556,2,14729,13545,320,16,10.0749625187406
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,100,Blue,Team,Team,Roccat,,Taliyah,Talon,Yasuo,Darius,Braum,33.35,1,20,8,48,20,8,0.599700149925038,0.239880059970015,0.839580209895053,3,1,1,10,0,0,63292,1897.81109445277,,,122,3.65817091454273,48,1.43928035982009,44,66163,60628,953,206,34.7526236881559
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,8,Red,Middle,Exileh,Unicorns of Love,Kai'Sa,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,3,5,3,8,20,0.0899550224887556,0.119940029985007,0.839580209895053,0,0,0,1,1,1,19868,595.742128935532,0.29754095905592,0.334625219853556,11,0.329835082458771,9,0.269865067466267,1,15088,14000,281,104,11.544227886057
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,7,Red,Jungle,Kold,Unicorns of Love,Alistar,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,1,5,3,8,20,0.0299850074962519,0.209895052473763,0.839580209895053,0,0,0,1,1,1,2303,69.0554722638681,0.0344894719501602,0.0871418414060648,32,0.95952023988006,15,0.449775112443778,6,7152,6550,55,1,1.6791604197901
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,9,Red,ADC,Neon,Unicorns of Love,Heimerdinger,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,2,2,5,8,20,0.0599700149925037,0.0899550224887556,0.839580209895053,0,0,0,1,1,1,27193,815.382308845577,0.407239344655105,0.265051704566717,10,0.299850074962519,4,0.119940029985007,4,12857,11650,294,4,8.93553223388306
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,200,Red,Team,Team,Unicorns of Love,,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,8,20,21,8,20,0.239880059970015,0.599700149925038,0.839580209895053,0,0,0,1,1,1,66774,2002.21889055472,,,113,3.38830584707646,48,1.43928035982009,29,53855,49075,936,125,31.8140929535232
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,10,Red,Support,Totoro,Unicorns of Love,Morgana,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,1,4,5,8,20,0.0299850074962519,0.0899550224887556,0.839580209895053,0,0,0,1,1,1,9180,275.262368815592,0.137478659358433,0.101237416892237,44,1.31934032983508,16,0.47976011994003,13,7604,6600,30,0,0.899550224887556
1002600033,EULCS,02/01/2018,43294.5261689815,4,1,6,Red,Top,WhiteKnight,Unicorns of Love,Jarvan IV,Nocturne,Aatrox,Rumble,Rakan,Lucian,33.35,0,1,4,5,8,20,0.0299850074962519,0.0899550224887556,0.839580209895053,0,0,0,1,1,1,8230,246.776611694153,0.123251564980382,0.211943817281425,16,0.47976011994003,4,0.119940029985007,5,11154,10275,276,16,8.75562218890555
1002600040,EULCS,02/01/2018,43294.5725231482,4,1,7,Red,Jungle,Broxah,Fnatic,Kindred,Aatrox,Nocturne,Pyke,Janna,Zilean,32.4,0,2,3,2,6,25,0.0617283950617284,0.246913580246914,0.95679012345679,1,0,1,3,1,1,5773,178.179012345679,0.121222938496105,0.238261252720548,16,0.493827160493827,6,0.185185185185185,6,11379,11175,32,177,6.45061728395062
1002600040,EULCS,02/01/2018,43294.5725231482,4,1,9,Red,ADC,Bwipo,Fnatic,Jarvan IV,Aatrox,Nocturne,Pyke,Janna,Zilean,32.4,0,0,6,4,6,25,0,0.185185185185185,0.95679012345679,1,0,1,3,1,1,7867,242.808641975309,0.165193288957017,0.211089153859506,6,0.185185185185185,6,0.185185185185185,6,10565,9600,263,0,8.11728395061729
1002600040,EULCS,02/01/2018,43294.5725231482,4,1,8,Red,Middle,Caps,Fnatic,Galio,Aatrox,Nocturne,Pyke,Janna,Zilean,32.4,0,1,5,3,6,25,0.0308641975308642,0.123456790123457,0.95679012345679,1,0,1,3,1,1,11155,344.29012345679,0.234235558448649,0.204613248234147,15,0.462962962962963,4,0.123456790123457,5,10371,9675,216,21,7.31481481481482
1002600040,EULCS,02/01/2018,43294.5725231482,4,1,10,Red,Support,Hylissang,Fnatic,Tahm Kench,Aatrox,Nocturne,Pyke,Janna,Zilean,32.4,0,1,5,4,6,25,0.0308641975308642,0.0308641975308642,0.95679012345679,1,0,1,3,1,1,3998,123.395061728395,0.0839510320643387,0.119191379701708,40,1.23456790123457,2,0.0617283950617284,9,7812,7225,54,0,1.66666666666667
1002600040,EULCS,02/01/2018,43294.5725231482,4,1,6,Red,Top,sOAZ,Fnatic,Heimerdinger,Aatrox,Nocturne,Pyke,Janna,Zilean,32.4,0,2,6,2,6,25,0.0617283950617284,0.185185185185185,0.95679012345679,1,0,1,3,1,1,18830,581.172839506173,0.395397182033891,0.226844965484091,10,0.308641975308642,2,0.0617283950617284,0,11037,10950,251,4,7.87037037037037
