gameid,league,split,date,week,game,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,kpm,okpm,ckpm,teamdragkills,herald,ft,teamtowerkills,fbaron,teambaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardkills,wcpm,visionwards,totalgold,goldspent,minionkills,monsterkills,cspm
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,5,Blue,Support,kaSing,Splyce,Soraka,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,0,1,1,2,10,0,0,0.484848484848485,0,0,0,1,0,0,5965,241.010101010101,0.325476073552682,0.0675387891694554,33,1.33333333333333,6,0.242424242424242,8,4637,3875,8,0,0.323232323232323
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,4,Blue,ADC,Kobbe,Splyce,Kai'Sa,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,0,2,0,2,10,0,0.0808080808080808,0.484848484848485,0,0,0,1,0,0,2291,92.5656565656566,0.125006820538004,0.244295710374201,8,0.323232323232323,2,0.0808080808080808,3,8123,7700,215,3,8.80808080808081
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,3,Blue,Middle,Nisqy,Splyce,Irelia,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,1,2,1,2,10,0.0404040404040404,0.121212121212121,0.484848484848485,0,0,0,1,0,0,4668,188.606060606061,0.254706171222786,0.294087820707839,10,0.404040404040404,4,0.161616161616162,3,9105,9083,236,12,10.020202020202
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,1,Blue,Top,Odoamne,Splyce,Cho'gath,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,1,4,0,2,10,0.0404040404040404,0.202020202020202,0.484848484848485,0,0,0,1,0,0,4569,184.606060606061,0.249304305123588,0.243636548017442,12,0.484848484848485,1,0.0404040404040404,5,8110,7875,196,6,8.16161616161616
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,100,Blue,Team,Team,Splyce,,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,2,10,3,2,10,0.0808080808080808,0.404040404040404,0.484848484848485,0,0,0,1,0,0,18327,740.484848484849,,,71,2.86868686868687,27,1.09090909090909,24,36247,34408,674,114,31.8383838383838
1002530085,EULCS,02/01/2018,43266.4212615741,1,1,2,Blue,Jungle,Xerxe,Splyce,Trundle,Ryze,Taric,Vladimir,Kog'Maw,Lucian,24.75,0,0,1,1,2,10,0,0,0.484848484848485,0,0,0,1,0,0,834,33.6969696969697,0.0455066295629399,0.150441131731062,8,0.323232323232323,14,0.565656565656566,5,6272,5875,19,93,4.52525252525253
